,resp.simple,resp.simple,Relapse,Relapse,vital.status,vital.status,Overall_Survival_binned,Overall_Survival_binned,Remission_Duration_binned,Remission_Duration_binned
ARC_Squared,0.013954527499512315,3.79486840008089,0.02541900221826532,5.535369416394132,0.029935185615193705,0.0428047337662783,0.015709788760956522,0.2995999656813468,0.01802113190313137,0.24253435858910932
ASH2L,0.026284983832144948,-0.7030678185359824,0.017354291580428782,-2.1863160813839957,0.022336685941087564,-0.09628443827997701,0.028509994200337965,1.2071761563440346,0.036398042210944004,-0.5682270673679812
ASH2L_Squared,0.019666502386166518,3.2792911673123752,0.012617541529315934,7.197159824478534,0.012375690643364412,7.197159824478534,0.013810331321678637,6.403230493070414,0.04132242533322694,0.27616717459470286
ASNS,0.03132490583122971,-1.0295838560639967,0.03841044259790649,1.8157943250479813,0.014947977191727801,-1.175302242703998,0.02021418157360899,-1.1243008073799976,0.03153194956322533,0.682488805171988
ASNS_Squared,0.01533145123067349,1.260549756653123,0.03841044259790649,3.2774790517549315,0.00709573313535683,3.279443997001548,0.024540894371187116,0.12300021006086315,0.047515496562537174,0.057956729682840186
ATF3,0.022551394780784384,1.5569039868499897,0.023698534036770136,-0.7577907078719996,0.011861067848255243,2.620255581649986,0.026181926599828577,1.0131446485999913,0.03152274490287987,0.24163206322600095
ATF3_Squared,0.022602684418590355,0.8483246475432292,0.028718909145478033,0.28349300824102525,0.011861067848255243,6.854953513981905,0.02080668185846246,6.854953513981905,0.014505875822130587,0.14216461421394802
ATG7,0.029137844131272073,-0.2381058282480093,0.02628530583534716,-1.4055965690380006,0.00709573313535683,-1.8493920376920037,0.028819370441056785,0.9760323718259865,0.033162292437894925,-1.756369550682
ATG7_Squared,0.009350982574998334,7.6188410043681944,0.03249199731012503,1.6425131595478073,0.012533091339301583,3.2312499788982745,0.0451867640618413,3.2312499788982745,0.03385511919398851,1.733759540996314
Age.at.Dx,0.0357737016203467,79.0111000000001,0.02514908408382721,39.78735999999987,0.10673675274529537,67.51072000000008,0.05367437754734983,54.02262000000006,0.045320375058448104,33.229199999999906
BAD,0.03613438274951225,0.5731469031700229,0.02628530583534716,1.3709326588740345,0.018073696224614966,1.4626210927780312,0.011218243992958433,1.4626210927780312,0.037918462953011045,0.7554443787660283
BAD.pS112,0.008317919160918175,2.847032996369989,0.014557049982911296,-0.9020127713460022,0.028301947041135977,-0.18411039029400378,0.028346138532433285,-0.8355403286560024,0.04660870314544319,-0.8355403286560024
BAD.pS112_Squared,0.008317919160918175,8.101414332506364,0.01074702594004373,0.04315859910490526,0.012886281208471531,1.8961264950207486,0.046035744390058184,1.853034218371543,0.028916519709273808,3.0596179645493016
BAD.pS136,0.02309028590183035,0.5672597784840301,0.012617541529315934,-1.615395095872,0.031371394869274205,-0.14684470093197954,0.06147298614296359,0.1822034415440248,0.04639229669688216,-0.10676992771200178
BAD.pS136_Squared,0.018604312102023624,0.026654555486871283,0.04940946140175362,0.007078498085837549,0.018415580412955046,0.6791898021879959,0.046657171716520895,0.8357982613962657,0.02015100952792817,0.9075771385333894
BAD.pS155,0.02469545350626011,0.8142674463079997,0.03841044259790649,1.932887639876016,0.014947977191727753,1.9343440054899996,0.01959138055973575,0.2699311745559998,0.03884506950883082,1.8412924338320156
BAD.pS155_Squared,0.013114318012175358,1.8601835914078384,0.03841044259790649,3.7427783164563153,0.014947977191727753,3.7427783164563153,0.022811117180230295,1.546417803899759,0.04254800356356753,2.6221862182131743
BAD_Squared,0.01386815357357185,0.3273307012825077,0.019525030953147726,0.008738564113255059,0.010709358542114966,2.8845180223642206,0.012525869993559313,0.2761869548608734,0.042528336711527615,0.5673203195824812
BAK1,0.010317735993693122,-1.0255682665680086,0.03959373271054076,1.33975894741999,0.018392378364448264,1.8254655437999643,0.044515413950627025,0.9345174780599728,0.04684772062870857,0.14581658273999376
BAK1_Squared,0.008317919160918175,5.039687060173131,0.03625282353900802,3.3445402106218176,0.01796755465829513,3.711058448362642,0.03601658521164325,1.8784672596585186,0.03697078341736244,3.3139970241434153
BAX,0.006722133600772451,-0.4957585323300395,0.012953486639519007,1.8389790781199267,0.012375690643364412,2.679484617881915,0.03113941993526849,1.4387383448999325,0.025575284520588326,-1.216191852126029
BAX_Squared,0.005834225258897319,0.26053344503635983,0.017007627610692078,1.5858287114256366,0.024918440345119364,7.147335632880639,0.04650976424657405,1.8698205542233388,0.023465316349883025,10.46057379885383
BCL2,0.011126928404638359,1.7374124828159037,0.030817249893945853,1.624281322223906,0.013777611773933884,-0.20467244068005463,0.03122069455596066,0.021589880503940506,0.03835705427259736,0.9549219553879205
BCL2L1,0.022551394780784384,-1.185637806472001,0.06261984399673182,-0.6080842959040027,0.037341462869299735,-0.9996459979840016,0.02009646916750807,-0.5493500405920029,0.047580657714600516,2.5146202781839877
BCL2L11,0.013985456085832404,0.4616756054060196,0.035454428074582045,-0.275284639023994,0.012375690643364412,2.478272525534036,0.012894827276951772,1.9201073065700318,0.025596658160705887,-1.383934413039998
BCL2L11_Squared,0.013651786657399079,0.012605391012352937,0.06795805815925082,0.05026365810381055,0.01559093945147172,0.38918806192692906,0.012959091907716817,3.6403517874894367,0.01584416982633219,0.48961010750414935
BCL2L1_Squared,0.033849827771616506,1.3062232853694604,0.03664680184735175,0.3768028270381661,0.012375690643364412,8.32438983629431,0.01940920632624854,0.08856031912066951,0.047580657714600516,6.332041513435279
BCL2_Squared,0.01651530388570588,0.3025413862082278,0.03179730541799475,0.04542141216521195,0.0143682941607165,3.7362181903020226,0.019036571517068834,4.09925009910489,0.020563671157226127,3.902621267850517
BECN1,0.02872930283869657,-0.3624235679200343,0.012617541529315934,1.7499432695839356,0.012375690643364412,-2.766151348528,0.06473026645373431,0.17477317092795808,0.057467010047052514,0.2567184361759569
BECN1_Squared,0.05258665461849937,0.12323384890007813,0.012617541529315934,3.573817483184249,0.012375690643364412,3.5737508442241235,0.05048013053856981,0.0154051927962017,0.036955558056726456,0.07714465086666449
BID,0.016355114066575305,-0.7021982431919911,0.02541900221826532,-2.205418979788,0.01041825602952744,1.3081331033400208,0.021695684459820647,1.3715219295820211,0.04944725615873535,-1.4990863445199958
BID_Squared,0.023090285901830376,0.03188218364685379,0.009431705571701234,2.941494622566351,0.011218559702166876,1.6990688731007264,0.01116034221131973,0.9344991811218804,0.018562439677356823,0.06373925414597237
BILIRUBIN,0.020310642300079507,0.11220000000000001,0.00427713428839438,2.3082000000000007,0.023555680263582346,0.11220000000000001,0.03399069638741836,0.11220000000000001,0.04086038766102651,0.20980000000000004
BIRC2,0.034045017264240696,-0.17559179452399576,0.026470867081526406,0.3341497258420052,0.04943415306638971,0.29858636395600513,0.044118577608918214,0.7253467065880059,0.04511048897117004,0.29858636395600513
BIRC2_Squared,0.03132490583122971,2.086254827611805,0.03195949602527365,0.20862593959024758,0.04751068384059544,1.2981143067138674,0.049679337757674136,0.6954186142625033,0.027567849291444624,5.771970792987456
BIRC5,0.012511184589047986,0.5975900847600144,0.019458973045595795,0.6854567640800147,0.011861067848255243,1.4260473469200168,0.02766017040013291,-0.7455148705599894,0.04470138028584936,-0.1053433497999876
BIRC5_Squared,0.015718289231701044,0.039355109737519496,0.022311736221485468,0.550966080622335,0.012372392849527902,0.23612856007783317,0.02836327856584986,0.550966080622335,0.04438326818910393,0.47225670048620955
BM.BLAST,0.018859599555545198,77.018,0.021042155853965183,94.09,0.02470092583567078,76.048,0.026731114187601546,63.050000000000004,0.0322902985374971,44.038000000000004
BM.MONOCYTES,0.025455910525323144,18.072,0.02952604827683436,32.04,0.015818814139016535,32.04,0.043086330713619406,14.04,0.10473777899879344,1.008
BM.PROM,0.015593870411524532,4.0120000000000005,0.02962898846370421,5.032,0.007831399280979201,0.6120000000000001,0.03964954612282769,5.032,0.061939574040393894,2.0060000000000002
BMI1,0.01680096694268851,-1.4969827081720077,0.02260527174390048,-0.549521788294018,0.00587031372774359,1.0965719310899642,0.01838254883134407,1.48895473629196,0.028824365017844578,-0.03272492290602358
BMI1_Squared,0.028380321620948945,2.196626219973683,0.02628530583534716,2.6891813465326115,0.010709358542114966,2.6891813465326115,0.023251157515026245,2.196626219973683,0.03467506006791454,0.29296721732701303
BRAF,0.03132490583122971,1.692815103871994,0.025009628415713137,0.34216844339999586,0.008896952629177779,1.9324459629879938,0.014687806149788374,-1.5422014941940017,0.02735084920915587,-1.1500782701860022
BRAF_Squared,0.034289946847966934,3.0297945528267993,0.07278314616742343,0.08561117853718356,0.01141292549540912,0.18831524973333294,0.016254050379668754,3.166733314421665,0.019751799394769343,0.8045396769102292
CASP3,0.03844795583228677,-0.6127514592039636,0.02541900221826532,-2.4535010430719955,0.024918440345119364,-2.4535010430719955,0.025362028287048144,-0.8632676747599679,0.03472714255736359,0.34574536553205304
CASP3.cl175,0.01587509028914469,-0.5340561257360095,0.022360958898109073,-0.8758430731960072,0.01934874480024662,-0.21179986098801162,0.04355517079338467,0.07139503833598648,0.020563671157226127,2.41507696377597
CASP3.cl175_Squared,0.008317919160918175,6.04310995384593,0.020383002910321968,1.1081942158465419,0.010880270047654947,3.0994760048638383,0.01764730690049529,1.9566534129060855,0.020563671157226127,5.800693040400345
CASP3_Squared,0.060039464385749086,0.3729644755207903,0.02064184839629829,0.7161456717808501,0.03763381907334373,5.907439147490534,0.02213935278848078,0.029856881301641845,0.07382517539442968,0.015020415164327767
CASP7.cl198,0.044327643847901665,-0.19553743795798662,0.03841044259790649,-1.6805841445840006,0.027485117594399144,0.05868783303001557,0.04269466526460364,-0.30309428337598754,0.0768832589763202,-0.5054326950640118
CASP7.cl198_Squared,0.018800766230330446,6.7779339855025915,0.023182819826389825,2.2888111785627174,0.00587031372774359,2.6403158366251422,0.02329312337349529,1.7930892632835695,0.05664919690748704,0.25742971720824187
CASP8,0.010349666162592405,1.3521469875480365,0.044689811001235036,1.1692458543240347,0.012533091339301583,-1.3710476626759904,0.045495170155540554,0.5189307139720283,0.052341399617365586,1.1692458543240347
CASP8_Squared,0.0150166063981758,1.9106967343264123,0.02542403213418254,1.1312558273171103,0.012375690643364412,7.153603550698758,0.026945565241409467,1.5285606689931508,0.0399160803236214,1.803803252266316
CASP9,0.05564318203851337,0.952293402560004,0.01860157162450271,-0.3452637759999977,0.031290192110683845,-0.597566560719998,0.035468326729153066,0.6639473628800037,0.02762821429723683,-0.2010907561599975
CASP9.cl315,0.015690725459809124,0.43871654398598214,0.014232079589920912,1.2046283139519753,0.005305562203840375,2.6391932164279632,0.029600564619116643,-0.43661119311801055,0.03340938964093043,-0.3515098853440113
CASP9.cl315_Squared,0.0235416815482688,0.4677068176953494,0.008594702554474476,6.975654708733722,0.00903775599759904,0.03904197365709814,0.01828646799404071,0.9353411930098052,0.03203539724480364,1.5589055228359645
CASP9.cl330,0.028380321620948945,-1.2418700711199988,0.016558770220162444,0.9564343109200073,0.02529893271005501,-0.28938850767999647,0.02780048091063586,0.3888938178000054,0.050823461686433646,0.15191214143200527
CASP9.cl330_Squared,0.014872502611055105,1.4583927208316818,0.02307972736808689,0.9156225136250395,0.012533091339301583,4.982836392508618,0.006292602726108543,22.90888610189993,0.03183974529719706,1.8312427912502327
CASP9_Squared,0.040282564746989546,2.07266784668039,0.0197280767751445,2.3553043502164055,0.01844853928707263,3.7684868678964842,0.04780754034444354,0.8479096646909884,0.018063999953667503,2.3553043502164055
CAV1,0.011126928404638359,-1.0859208963600029,0.012617541529315934,-1.389081800712,0.024918440345119364,3.074701170263958,0.05006727572805003,-0.5214143848080082,0.041886273277201846,-0.1973458318800112
CAV1_Squared,0.010680198089115578,0.029304244067805525,0.013977382185127105,1.0254790636479312,0.0338071930619353,0.05860185283358659,0.037663639767963386,0.05860185283358659,0.03449343780348524,0.05866195719637706
CBL,0.04776714592591336,-1.7867903570119976,0.02541900221826532,1.8288927646400384,0.01857676722193341,0.14171701247200907,0.017748782020924836,0.5831825548840106,0.042743180271547665,0.15965121473202015
CBL_Squared,0.020997708195632396,2.877898477908614,0.027978039726723365,2.6873879099871463,0.012886281208471531,2.1584268953040495,0.012637814092674393,6.257234699233084,0.04501522042412893,2.6873879099871463
CCNB1,0.014621237696261544,1.3203901726580454,0.01945897304559585,-0.8142850469140046,0.034913814999667614,-0.8392446383259782,0.019036571517068834,-1.7648024144619883,0.03525454493841647,1.2927273122619884
CCNB1_Squared,0.018800766230330446,4.785460829137186,0.02541900221826532,3.138480745659642,0.019964824556654492,0.032117930438407084,0.023038585184427977,2.8423713333853207,0.02376438310822404,1.3395958693480274
CCND1,0.00934532774492669,-1.1359964962680058,0.02688746073152519,1.2417796073279872,0.0243712123168595,0.7729223474639886,0.02815327660456557,-0.9350576706120064,0.04001731428712496,-0.8680780620600066
CCND1_Squared,0.013889624714806967,1.2488362534417405,0.012617541529315934,9.309505077765662,0.014151481809694874,1.5326626204953997,0.030821981279601868,0.8514793395666175,0.032530308579603595,0.7379487927451537
CCND3,0.017201380933259625,-0.9939928654300065,0.023698534036770136,1.1975932480419713,0.06011918787332904,1.0312675162159728,0.05261504982768139,0.8453740512339749,0.041643478003933865,-0.8178832670260083
CCND3_Squared,0.03308978553061914,0.02140293283412254,0.02628530583534716,2.596392033996932,0.023467270224017345,0.8300771960092198,0.032291957447592834,0.2767737527841532,0.02436975411048148,3.3199426905220193
CCNE1,0.04478095564030127,-0.5098671073199874,0.018355674360412175,1.8896721450800307,0.01624168204619819,0.2339900609240182,0.0372031736569699,1.0978241917880247,0.031186851322513462,1.7816928787220299
CCNE1_Squared,0.02093372195752896,0.29022593949932973,0.01765959806486179,4.817590309897783,0.03908209808672791,0.058053407684024415,0.05025591577770694,0.23218280654550338,0.022980193460134912,0.058053407684024415
CCNE2,0.02267578690513064,0.47368256643196327,0.01835567436041219,-1.1180536271620154,0.028227911033897213,-0.6649316450440215,0.013803711735983812,1.019752647445956,0.028331302616399552,1.2172673575999533
CCNE2_Squared,0.01354313960153486,0.22569867900062374,0.010869321097046032,2.1816985880059785,0.03247342667488806,0.3009294447315989,0.020301842180097895,0.5266217419245245,0.04137508080028579,1.2036986335033009
CD10,0.05458082459832447,0.728,0.05501709221522044,16.016,0.0671272550639348,0.364,0.07193325345706403,0.728,0.08804828593324374,8.008
CD13,0.05040176963710136,95.04999999999998,0.09978504303763136,17.170400000000004,0.06786044191150724,96.03999999999998,0.08146615753103847,79.01199999999999,0.09225549644915798,54.63840000000001
CD19,0.02300481273431454,1.1760000000000002,0.05501709221522044,39.004000000000005,0.05262733112199783,7.056,0.08583636160640068,5.096,0.07554940241598695,1.1760000000000002
CD20,0.04654063467993989,1.04,0.0828599189587852,0.92,0.06985658940238182,17.04,0.10393947593702502,0.12,0.11955890250131362,0.92
CD33,0.021266191612428376,24.200000000000003,0.059414720668792276,13.200000000000001,0.057912684968849604,14.200000000000001,0.06554457998242444,99.0,0.12850032718748527,89.2
CD34,0.07257247535378364,15.048,0.05066350022329302,97.02000000000001,0.0528597331947063,71.08200000000001,0.04917796944633357,49.104,0.11343814397499397,71.08200000000001
CD44,0.019666502386166518,-1.5730430701060105,0.02541900221826532,1.827427895671958,0.029832528681274673,-0.09918454952802414,0.02606668790258504,-1.5730430701060105,0.03525454493841647,1.3746739710499618
CD44_Squared,0.019666502386166518,3.3277599325394718,0.017445230162568187,3.342549946790373,0.02425454367026613,3.342549946790373,0.03532767032174594,1.7156483791912116,0.041142222591189104,3.150279761528654
CD7,0.030438422448536062,4.158,0.05564096652028888,30.02,0.05744231668121222,32.076,0.053905503037229296,0.99,0.11414121830648508,30.02
CD74,0.021066611389818746,0.2907639458220044,0.030786294164213635,-0.9596193413400003,0.033155422478844176,-0.5847757852379978,0.025489839022484695,-1.3630333239579997,0.04354182583027333,-0.7595780128320004
CD74_Squared,0.016355114066575305,0.045554456339272485,0.05158484151794511,1.0021972343607823,0.016797311626443795,0.5010739116182082,0.013810331321678637,5.124596382699406,0.046031024712275825,0.5239041974596775
CDK1,0.03823310789685734,0.7127734901199436,0.012617541529315934,2.669075190935914,0.012375690643364412,2.669075190935914,0.028099918349180686,0.27479549739995024,0.019715591805803595,0.9901595521759394
CDK1_Squared,0.030502817699566975,0.588841347296217,0.012617541529315934,9.08991497388442,0.016132003268531703,0.5152389782348472,0.01573150221256947,0.03682357933594408,0.014187553283624865,0.03682357933594408
CDK2,0.028380321620948945,1.177966376915931,0.012617541529315934,2.882878025870072,0.012375690643364412,2.881922915299901,0.023449723456562044,-1.61602118234602,0.029069479222885386,-0.915609841573982
CDK2_Squared,0.01578564744546118,1.3786011866044008,0.012617541529315934,8.296086246438389,0.020520253530162846,0.2462022296657673,0.026537288635028133,0.2462022296657673,0.037639905594797685,0.41853707051350586
CDK4,0.01246774041303439,0.11544833208996641,0.01952503095314772,1.1042525777059544,0.018108489901509428,-0.04186143425803168,0.04590691317658713,-0.053097846140031546,0.03983308733722457,-0.04186143425803168
CDK4_Squared,0.017754502489103763,1.119482753630563,0.021797946548266833,2.043498790996425,0.008202054372716872,0.5330879606868429,0.019036571517068834,3.482831464585556,0.034649688803373824,2.043498790996425
CDKN1A,0.02176732823489158,-0.89568459378199,0.03102313341751123,0.9992736341320176,0.012533091339301583,-1.5420269350859925,0.01936699090391092,0.2647937008320147,0.034029521241142224,-0.2640318511439874
CDKN1A_Squared,0.01680096694268851,5.008915097864656,0.012617541529315934,11.81977080361928,0.012375690643364412,11.81977080361928,0.016962772986444996,0.06111857619537737,0.05807660547500082,0.06111857619537737
CDKN1B,0.034289946847966934,1.5067930453360225,0.014232079589920912,1.2720537902720213,0.005305562203840375,2.129362373984026,0.013810331321678637,-1.7795565255599954,0.058503166225113534,-0.06493935813598606
CDKN1B.pS10,0.028380321620948945,1.7513123776120558,0.012953486639519007,-1.8735153049159976,0.02191299327065157,2.4248445483520658,0.032677554285579724,-0.9305702658799837,0.07959918442472438,1.9472490091000587
CDKN1B.pS10_Squared,0.03727573446310484,3.078502394106393,0.018631882481733197,0.3346979637794982,0.02191299327065157,5.85576785407142,0.023449723456562023,4.1492553425266445,0.05919424992858189,4.1492553425266445
CDKN1B_Squared,0.03132490583122971,2.4936304776738623,0.025981024879579206,0.10789645887250618,0.00709573313535683,4.528917691453551,0.012274177160639832,0.027024119252121215,0.028579857246136875,0.027024119252121215
CDKN2A,0.019666502386166518,-1.3401120404400033,0.015492976700044958,0.22516332173998865,0.008472249649328134,0.0844644127799894,0.03791978586180206,0.049289685539989136,0.062548596395961,-0.3200449504800087
CDKN2A_Squared,0.0055272542869738706,8.931686550641082,0.006418955802446197,2.2099026391902927,0.004569508851339346,2.2099026391902927,0.020825553845946643,0.8287141642346507,0.018950237756004684,0.09208031092497508
CLPP,0.023560303121137133,0.27287770940805434,0.026800971681840036,-0.1810793835199549,0.024918440345119364,-1.7363027574399865,0.028976098880382883,-1.3495985671679787,0.03017592888928739,1.3489241519040762
CLPP_Squared,0.034289946847966934,1.9612350515642172,0.02541900221826532,3.0871567424232174,0.030163610230114685,1.079259526140124,0.03276704688243674,1.9612350515642172,0.045320375058448215,1.8223310735804428
COPS5,0.025455910525323144,1.6005903779119828,0.020700878322240324,0.07472161455799031,0.02191299327065157,2.13529652575398,0.030390793357747636,-0.14698581259600885,0.03525454493841647,2.13529652575398
COPS5_Squared,0.022551394780784384,3.476106699603199,0.01765959806486179,4.539386370670028,0.02191299327065157,4.539386370670028,0.036682200642868465,2.0856640528234993,0.03525454493841647,4.539386370670028
CREATININE,0.00805463434762732,1.307199999999999,0.026908059234044934,0.6015999999999998,0.014947977191727801,0.5007999999999999,0.02690085937785444,1.307199999999999,0.02177570120246903,1.6095999999999986
CREB1,0.01680096694268851,-1.9948020836960056,0.020388891004408508,0.8707938425519828,0.01501819123789827,-0.425264066000012,0.026707617127697897,1.061040874999982,0.02436975411048148,1.7625768071519792
CREB1.pS133,0.013651786657399079,-1.3731173694760024,0.019976778511954063,-0.09402138028800522,0.014889423457341178,-0.39806878755400454,0.018321846607739403,1.132652642129992,0.02436975411048148,1.3737936892719915
CREB1.pS133_Squared,0.013954527499512315,3.8939645528263056,0.008594702554474476,5.080309427868946,0.015190085606304748,0.15241533153797635,0.013359355975489623,1.262712458180448,0.01909971483978512,0.015529384417671634
CREB1_Squared,0.022551394780784384,3.8793199893817945,0.01074702594004373,0.9236660608554087,0.023322695078018374,0.18475257872381223,0.035751138908066804,0.13857048609058745,0.03983308733722457,0.13857048609058745
CTNNA1,0.029057976456644846,0.5468373637700119,0.02269557286663268,0.6122104184500121,0.02470686444620268,0.6122104184500121,0.020212534831864817,1.037135273870014,0.030340220786325256,-1.7248762863599953
CTNNA1_Squared,0.028380321620948945,2.443523544190764,0.021797946548266833,3.6652712338219957,0.024943197085379065,0.39098742561029426,0.018656126420938807,1.075166131803784,0.0231358135568382,3.6652712338219957
CTNNB1,0.02527555778383389,-0.30526528091199756,0.02628530583534716,-1.3138910295759993,0.018073696224614966,1.3757776335280054,0.0451867640618413,-1.3138910295759993,0.051683746259727936,-0.8787975693679986
CTNNB1.pS33_37_41,0.023723251890333086,-0.3427690904459908,0.017207523113749734,-0.27949678151599056,0.014151481809694874,0.7961324702940136,0.038900037955176936,0.6063155435040128,0.023465316349883025,-2.721807906214
CTNNB1.pS33_37_41_Squared,0.011509160532543944,0.8261365097725125,0.028756635748202752,0.07747823778133484,0.016409687324334093,0.6196091736279286,0.02156236206544157,1.3682707671520455,0.020619931466422436,0.5937964444794974
CTNNB1_Squared,0.021707116233626977,0.08785935927668755,0.027071058950092985,0.8130112307037545,0.02948095361655445,1.8669548809943384,0.018197188084033755,1.8669548809943384,0.06572874913964599,0.8789014856582671
CTSG,0.04467963894216043,-0.6371462896400044,0.027978039726723365,1.647900345939985,0.02191299327065157,1.6788383717999884,0.04204871055863131,1.0601849348399903,0.045320375058448215,1.0862012735999875
CTSG_Squared,0.028400583407480307,0.29875784498942887,0.018355674360412175,2.7177925766426423,0.027448151448554045,2.8099182553632076,0.04996816777956492,0.03230030948352951,0.05053454220143416,1.1670534909113397
D835,0.02386008865131141,,0.0754438232304178,,0.03422304672744586,,0.047493400286078,,0.06372138594508073,
DIABLO,0.034289946847966934,-1.5266371657759659,0.02064184839629829,0.2986824013600602,0.028262244054430036,0.5487261776800638,0.03577199641802031,-1.5516415434079662,0.052114194899261224,0.2986824013600602
DIABLO_Squared,0.021829212957860084,2.3298480324306317,0.02251023871150648,0.030307624303892774,0.017814938186403034,2.3601051430638784,0.06339521668502193,2.3601051430638784,0.0637057190769843,0.09082184557038589
DLX1,0.034289946847966934,-1.2190484399840078,0.02628530583534716,1.507062832103974,0.016215112889853,1.4374176536199745,0.04166866271429637,-1.2190484399840078,0.03747867275176353,-0.7016842569600112
DLX1_Squared,0.025074050972728856,0.8130897113071094,0.016558770220162444,1.6928154646779237,0.009396760243261387,0.8130897113071094,0.03080296412665187,1.2929401222366443,0.028909436068060623,0.013339026424550825
DUSP6,0.022551394780784384,-1.231319886240012,0.02541900221826532,-2.312192306340004,0.019226222325891884,-0.8965842025600153,0.023029999026402605,1.5653427612799615,0.02436975411048148,-2.312192306340004
DUSP6_Squared,0.009350982574998334,6.224987055734932,0.02541900221826532,5.327269835875354,0.006545386639562167,0.03392905985279701,0.024233955863875528,2.3112937177385957,0.026635306641504944,4.891644174872263
EGFR,0.035739025019543263,0.5519539991520115,0.027869696431488677,0.3032594421600121,0.012375690643364412,2.3212090497600206,0.018430944806371613,0.6851237341440122,0.028995489343087932,-0.7739113171199954
EGFR.pY992,0.01680096694268851,-1.3257364552379851,0.04735140384927115,0.7788824447400562,0.013295472664537927,0.35400632878204785,0.053145509926306955,0.2749596095340463,0.03320699185927101,-1.1874046965539824
EGFR.pY992_Squared,0.028380321620948945,2.2967613617597924,0.06655892313043482,0.602924499544579,0.012375690643364412,5.554560153553992,0.023038585184427977,2.8831651442827484,0.02177570120246903,2.8833175818081043
EGFR_Squared,0.014117091975365564,0.6649882079580978,0.012617541529315934,5.357902732952182,0.012375690643364412,5.357902665306498,0.013079150282483715,2.298958423876974,0.027946154517942023,1.234977953143422
EGLN1,0.025455910525323144,1.2725876815499415,0.013993588546820035,0.7608595952440023,0.01843484441303922,0.6241478328999528,0.03647596563444444,-1.3565411593400127,0.04181099221879547,-1.3589751115519995
EGLN1_Squared,0.013308701622698413,1.594599679954818,0.015109272953012731,0.3189525222871139,0.018644375164982324,0.40590558207569494,0.02080668185846246,4.667808811056942,0.020004606070484487,0.6088774098229439
EIF2AK2,0.01827648811114524,-1.1593867303379741,0.026848584211105725,0.33858221437604774,0.03955674294258116,-0.8870287403899701,0.03381399839330923,-0.42897212093196346,0.05680211185230544,-0.8870287403899701
EIF2AK2.pT451,0.018800766230330446,1.8507871748320492,0.04438352918943139,0.40332679536000127,0.011407902389805269,-0.07181906640397218,0.03660328479910657,-0.17448250646997332,0.0362864606493879,-0.08962895519999892
