,Overall_Survival,Remission_Duration,resp.simple,Relapse,vital.status,Overall_Survival_cut,Remission_Duration_cut,Overall_Survival_binned,Remission_Duration_binned
AKT1_2_3.pS473_Absolute,-0.04144837177866945,0.0392345268592565,0.005230711064104762,-0.0531716230508155,-0.01772813175197206,-0.09640806552754212,0.015470885361617065,-0.09317027762013742,0.010734946170405268
AKT1_2_3.pS473_Squared,-0.0299161663358602,0.014982044247705413,0.05474445542785367,-0.030488653495984338,-0.019002920318761784,-0.07533474206890839,-0.02174999681474873,-0.06738251951916595,-0.03067894583436203
AKT1_2_3.pT308,0.09418138711336854,0.03513851675559987,0.04142261614531592,0.052808379691722994,0.021577717121012096,0.19830107719466533,0.032844745669694926,0.18928028900695368,0.04680366628784794
AKT1_2_3.pT308_Absolute,-0.07610780947799516,-0.07907240781653142,0.008144416193975887,0.07991787461998354,-0.06731768169333811,-0.012040682131911555,-0.08993720664864827,-0.02027545639731032,-0.09275063903104415
AKT1_2_3.pT308_Squared,-0.054614595121758897,-0.07253188191363542,0.032833740370991876,0.09508904139310068,-0.06795793722064541,0.025607904957618007,-0.08705447359445383,0.02092752935930995,-0.08329381236964717
AKT1_Absolute,-0.10048713678683935,-0.11149677236252804,0.037319566751359445,0.06996609336899862,0.005188618030367904,-0.10711027648691128,-0.05890831349813912,-0.08120659002256815,-0.037101434008485
AKT1_Squared,-0.06117014910057709,-0.040757408116540224,0.010228968632387281,0.017439510110258048,0.024384057633405194,-0.05534278079658344,0.016235177115348498,-0.025930307934436958,0.02215333494301496
ALBUMIN,0.1339722716754919,0.10329631748746365,0.08073100332255469,-0.07411032913958175,0.08268702425680907,0.2793602939142922,0.11888530065486926,0.2792373661007728,0.09359763842963939
ARC,-0.20714703125214348,-0.2717595294527287,0.07442028977783069,0.17931232304646144,-0.14104187657775372,-0.18639067896897749,-0.29877276134077485,-0.18300786204948655,-0.29254757891139443
ARC_Absolute,-0.1164535467646421,0.002555405564696775,-0.019899106494906352,-0.028160622916782726,-0.1190601357355613,-0.05836051872755418,-0.042626216864410336,-0.048352499660624264,-0.038774964813972815
ARC_Squared,-0.0672282177409962,0.033628778518454736,0.03641539162799136,-0.06463381724924569,-0.056813667272727714,-0.031381544672101344,-0.019199565980924573,-0.026814897812816593,-0.016797567685152448
ASH2L,-0.07068796502013187,-0.07668904284685246,-0.1425404485156896,-0.0046650374981726415,-0.0781838790489461,-0.14687427116940516,-0.06506117251567775,-0.12899819345513128,-0.058192220771860585
ASH2L_Absolute,0.014031572218708398,0.0022305208677631415,0.08530382655014657,-0.0445029329624419,0.0333886166387292,0.026042059931861677,-0.03594033969436872,0.02261457942615158,-0.037659154534889674
ASH2L_Squared,0.01880079894547616,-0.0014128179594407098,0.10378408092245608,-0.02956645483659389,0.050264891032576205,0.0424194505908716,-0.04017474337714731,0.041438222143191865,-0.03881075663107136
ASNS,-0.020627228135484336,0.002940909103477511,-0.11111295105210592,-0.03975408976704367,-0.016713237872534457,0.009244849645569047,0.044108266594339786,0.019848504212081834,0.07294052038864919
ASNS_Absolute,0.06277068670009738,0.19661545274286102,0.06450890102694865,-0.1686048074467556,0.038550801955155485,0.05621124024803279,0.19823626778919012,0.048185592798309425,0.23504090723945106
ASNS_Squared,0.044612936130881554,0.16601052748759362,0.05099740928591151,-0.1713024141803962,0.023933662095263344,0.051727346075962334,0.19416970929515434,0.039073489670791724,0.22276175029917905
ATF3,0.03359585261690387,0.059713813509447676,0.06812109330074871,-0.021366706855603566,0.014469638364437007,0.026333630761703447,0.02825502779015877,0.052462929193752166,0.04335121487790908
ATF3_Absolute,-0.041115484170828276,-0.057858133952681606,0.13220667539040903,0.09328832300440149,-0.00198690982463155,0.05389009293000457,-0.027944480541397365,0.06521659379307522,-0.02836598042011468
ATF3_Squared,-0.015464939329190715,-0.03863949529566781,0.12070043625009934,0.06816215764647165,0.016844124471689186,0.06482086950567899,-0.02674705936155009,0.08822982219494872,-0.019279171141267235
ATG7,0.03526965534978978,0.004314666350058645,0.1691204286628028,-0.032300537673813086,0.0005637184216491121,0.03052175445215879,-0.11373631418047869,0.018105227725149397,-0.07727249584140712
ATG7_Absolute,-0.09525621447478486,-0.030783573320618093,-0.03398138205550945,0.04317140125213418,-0.035839815515625595,-0.1707964706861895,-0.0326924157635554,-0.1636596295198226,-0.008221030395035224
ATG7_Squared,-0.10300992202107544,-0.0555382420625216,-0.049644934378712056,0.0928987415058642,-0.03186243919484898,-0.17420885682199272,-0.04871309694003898,-0.1717191502569114,-0.03281744245729359
Age.at.Dx,-0.3470476394860624,-0.23223073217635323,-0.16988648348434338,0.1234744389878001,-0.4460753398239464,-0.2779404001276719,-0.2277350392065741,-0.2573308786549672,-0.2026660319508552
BAD,-0.0522359056233511,-0.005613029874328051,-0.18589509715898628,0.12659302937455272,-0.018022125194729448,-0.05620551897775196,0.08857274215227554,-0.04733760461718198,0.07639265935372198
BAD.pS112,0.005574622627992365,-0.048834366501457706,0.015594517840299046,0.062230460890804265,-0.04682998120529637,3.30406550592637e-05,-0.049287736863645376,0.018691688448957886,-0.04603252721494506
BAD.pS112_Absolute,0.0759885386418641,0.05677252339853198,0.04635671261256963,-0.027572115535453395,0.08126506020866066,0.19056693586132606,0.11838252285479486,0.21124182319482537,0.12425179133583858
BAD.pS112_Squared,0.050707040157951945,0.014925719683330233,0.054912495717996154,0.016588981420589614,0.05454217810320465,0.1598961545265178,0.04348629057967299,0.19291869490610364,0.053350839733736395
BAD.pS136,-0.11192594614099273,-0.0998433645774416,0.08287884845645548,0.020657662208157793,-0.11053170132310337,-0.1419984487374365,-0.11639591744309405,-0.1332693294125542,-0.10450992600623235
BAD.pS136_Absolute,0.08840897415000348,0.15280432879539396,0.04139468872485921,-0.028177300018457696,0.10276389774845351,0.04743266202062358,0.09481909900461814,0.061610192538772826,0.09188961626551093
BAD.pS136_Squared,0.08479917089763406,0.1398850098839617,0.048055210714161044,-0.01791663348057732,0.10009539755653765,0.05251559824902892,0.09090867012480362,0.06223669848778321,0.07830264285086477
BAD.pS155,-0.009970812394292481,0.023263704543725658,0.11579167582606756,-0.01710293200471812,0.010693730104135726,-0.05592295729174401,-0.004922619344921928,-0.056078177911629966,-0.0013102267474514161
BAD.pS155_Absolute,0.038185799114790656,0.15503954047454344,0.014266569657427312,-0.11955955680264296,0.06441018701322357,0.04764600589573713,0.11356762892323662,0.039556186371149035,0.14658990838416863
BAD.pS155_Squared,0.04939904059334533,0.16150208012141007,0.026620448458128058,-0.1399087626863633,0.09318142537534635,0.05655109574809351,0.12941203949921493,0.04674647173482992,0.15774348893424925
BAD_Absolute,-0.09947387169577994,-0.10255833375514074,-0.10878750052261543,0.026166013909918216,-0.06549618922560718,-0.06448358184111654,-0.060519829257400896,-0.0679111601033377,-0.08368298591736147
BAD_Squared,-0.11842867311721363,-0.10753354068747704,-0.1048772609325349,0.033929961855588005,-0.07170050525119012,-0.07737698456714326,-0.05039082799192906,-0.07469142328896049,-0.06594627848551031
BAK1,0.088278017301749,0.141976095634017,0.07830799672911563,-0.13222348286310304,0.11736037558384362,0.0004082284188395497,0.08471409199436927,0.021981869848521456,0.08846622479552325
BAK1_Absolute,0.0372762436086683,0.06864044226309186,0.006190190675787883,-0.13687993317276362,0.0730895758048199,0.008382374297297405,0.00924063273054723,-0.002338424572196803,0.01782553944916174
BAK1_Squared,0.07388867733540778,0.10763109443062788,0.026528248354540082,-0.15340355741829606,0.09171848526148121,0.06213267584753753,0.08828580709019111,0.049982080263995365,0.09086770554279279
BAX,0.03928661475969498,7.355926242738747e-05,0.007548225206287805,0.012590193122759087,-0.0032910825203964606,-0.06281832910826497,-0.01575114418796507,-0.054053381107620986,-0.013317319513112323
BAX_Absolute,-0.05541032011685452,-0.027167610149377304,-0.01557749534577444,0.04269590627334712,-0.009979034264509214,-0.10408721896637649,-0.014116505744047513,-0.10258647754641138,-0.026900707476971673
BAX_Squared,0.0055927301702603455,-0.005332846867852462,0.013821051601930473,0.008639039435838615,0.07562347067426725,-0.03228846885126222,0.03387993201491206,-0.037839680242701124,0.010037091586641312
BCL2,0.07196877815480934,-0.027362235884494115,-0.000698620003892885,0.016052652101380807,0.09177157449870528,0.1209113274324978,0.12031889207760799,0.1310305551881941,0.08467080607037684
BCL2L1,0.12669538395654673,0.16402327345677012,0.034099880025508775,-0.14631006273349367,0.1856947047852445,0.08702246900556211,0.18504411868119974,0.06502019998150388,0.1627962794406401
BCL2L11,-0.0376968018320719,-0.022952186576375887,-0.08768288819053072,0.10808701448283083,-0.008056493359231007,-0.06625469990890936,-0.0029518445161246455,-0.08161719900473917,0.0058368294039604935
BCL2L11_Absolute,0.10589582372540962,0.0865241517528634,-0.04249882721337561,-0.1103279162229699,0.08636359872275041,-0.011511587772277353,0.07867547097571413,-0.013240778215524773,0.07458830841141911
BCL2L11_Squared,0.08300461794966696,0.06346569961019533,-0.03384473994213855,-0.07720905064127388,0.07068199877549514,-0.011745882514756396,0.0724050110618211,-0.01683416456834088,0.06168790906850081
BCL2L1_Absolute,-0.0657005615989468,-0.07192520518016757,0.06915661273804581,0.1627511008208724,-0.008075188238665132,-0.02866792820960008,0.010810876820967567,-0.041719671389351155,0.01283878380612862
BCL2L1_Squared,0.00961883000964521,-0.04076013662003676,0.08287383335637695,0.10121933224419602,0.06394152619205076,0.018592788042821575,0.02569164307531159,0.007127573938895358,0.015501226678645275
BCL2_Absolute,0.03832029232302996,-0.014193701284286016,0.10853077357626882,0.16137689867829091,-0.020870844581784714,0.0195416243946564,0.01351800976789283,0.010701116696861569,-0.030600279780931456
BCL2_Squared,0.018444726405002634,-0.017512308960087333,0.0977169597120352,0.14990210116915328,-0.03224323835698967,0.007991123560117908,0.00441705872234869,-0.0104038536308835,-0.04533581208928392
BECN1,-0.1429952981010094,-0.1451403114937585,-0.04419301708723556,0.04553983988150447,-0.09280509865120484,-0.20082507544373332,-0.19792997149061253,-0.20565465580770848,-0.1822817303840383
BECN1_Absolute,-0.05835429975916709,-0.06790074128153027,0.18958848870974562,-0.02358595302737955,0.029705088331319497,-0.026812718477665656,-0.051387142655996434,-0.018633567323109543,-0.03531977697973818
BECN1_Squared,-0.017246268730653352,-0.015841580546007705,0.13261730129224528,-0.05822220425466992,0.06253997332822184,0.03737541609614384,0.017236763240895077,0.03916089679224662,0.018374108790299572
BID,-0.06990834270708082,-0.07599802565858632,0.08139441012727273,0.10096630701404785,-0.04903249249840997,-0.1206548347590251,-0.1836851541261711,-0.12170942356124925,-0.170094455584984
BID_Absolute,0.018279132529747135,0.030134080457115756,-0.024991171909087864,0.014162427210388408,-0.014296588375245826,-0.034002942251249405,0.023060119012238537,-0.023236349634972404,0.03490286172535578
BID_Squared,0.0013951225405736923,0.021151769972702888,0.033120202488140266,-0.00658886710575691,-0.026230968359361635,-0.03503033011631726,0.015752914332132256,-0.02394122170647454,0.02860431538200273
BILIRUBIN,-0.019535941668795246,3.2913560135102257e-05,-0.016753589942955616,0.037774741348762346,-0.05980770720249285,-0.013149312438043537,-0.009393205430146857,-0.013806815101337609,0.010107759822444941
BIRC2,0.11923561761680936,0.09785321643439582,0.17533044091211655,-0.0633575944591718,0.16978965426203185,0.13887868218273525,0.0935791150597393,0.16100642377095173,0.09966687093943352
BIRC2_Absolute,0.08831046694979805,0.11457628203824878,0.09051427114140358,-0.08085505721241124,0.15957207824594852,0.034332136711060696,0.042928767010139965,0.04773681237786179,0.03963304267517392
BIRC2_Squared,0.04930268630952706,0.04178061866090469,0.11541460347437034,-0.0028059229700490174,0.08861685070431113,0.05242337568728731,-0.026264685437907248,0.07378277242187282,-0.02563168405325726
BIRC5,0.02137735293314397,0.07080106417444564,-0.00434207881673661,-0.058484195315150866,0.07588209569379784,-0.03080124926059997,0.02780729819036162,-0.0073584543800740004,0.06552377887062963
BIRC5_Absolute,-0.003253306891345279,-0.06449931836763974,0.1279302065765383,0.10090677986069951,0.021019956174490862,0.04667658254507635,-0.04833928656370594,0.05033554176248207,-0.08658792467061358
BIRC5_Squared,-0.03614074625293459,-0.06536786742517031,0.08750179313466547,0.0791842712134394,-0.01267304043127824,0.011209152523159955,-0.05483696363181404,0.012953064433884203,-0.09669373703567374
BM.BLAST,-0.0887548452761412,-0.09172493319612889,0.07352883144077843,0.034346804815441036,-0.08042692886303231,-0.161296415562545,-0.08688120733238537,-0.1232068282842558,-0.11526908019934155
BM.MONOCYTES,0.030433306489480588,0.03796529295711565,0.06162414360440396,0.008834510103238036,0.0023006107707420867,-0.016391680451411917,-0.07034709837286496,-0.02520450954614526,-0.056547618621060246
BM.PROM,0.0685636581930685,-0.05943694944361604,-0.04582600796713803,0.0011401126440986624,0.029177331452654495,0.025273665584589298,-0.008075099408479992,0.03392638168624342,0.015882547038237795
BMI1,0.02959522368355939,-0.03457556967955558,-0.07016883231609038,0.07614497093229539,0.005927103981163837,0.040273192361741754,0.0361579037018183,0.07703975853405239,-0.017118993339296333
BMI1_Absolute,0.06301051331124134,0.06702849144815469,-0.021348865577015815,0.004470382332994556,0.009260374520228987,0.05469042383949692,0.140830881800845,0.06849866669177723,0.14161055188374397
BMI1_Squared,0.06358710047069298,0.021022736141504107,0.030205349431584955,0.0520434895066577,0.0008838566442616616,0.08593828160156146,0.12127730339512727,0.09672934285723725,0.11258795113984539
BRAF,-0.07407545396943399,-0.015855361833104955,0.1180871682412662,0.02375235151722868,-0.02003915881726224,-0.030846956964921117,-0.030818182829949557,-0.06538357915854562,-0.005768978250604365
BRAF_Absolute,-0.057744120555607584,-0.15097028235269133,0.055155701961189296,0.20233480084643726,0.010621864641289927,0.027947393900757195,-0.12778093181241063,0.024341616570036053,-0.08391695787475827
BRAF_Squared,-0.04685283291434134,-0.12385631141610963,0.07839523283432705,0.15290810533099825,0.013954814960467599,0.03444323179505706,-0.11542839797163679,0.04133886088355976,-0.07984942444970979
Binned2_ACTB,-0.10822598023708144,-0.0933194267627074,0.01513550011150438,-0.08385157433365385,-0.10963440381603838,-0.18034749296286204,-0.1358129133270576,-0.1602072811651342,-0.1100462423759466
Binned2_AIFM1,-0.03601489603490558,0.019740525081873156,0.03384417353577966,-0.006497240882778238,-0.06126841160733439,0.03893200842025714,0.015507473189386967,0.023698654734914282,0.033687222081564244
Binned2_AKT1,-0.037013692872357416,-0.0061893103658087825,0.003496414953272445,-0.02746909747969649,-0.0027006186802666448,-0.0885230327793754,-0.03759821916229825,-0.08080131188203438,-0.056743663150469366
Binned2_AKT1_2_3.pS473,0.08526897329026954,0.024335622116444643,0.0012517301479766866,0.05106185422109064,0.061836538519157325,0.10593146414149668,0.09681483762261958,0.10195835572688818,0.11004624237594665
Binned2_AKT1_2_3.pT308,-0.17247173653505238,-0.11335781722130846,-0.040847151735538566,-0.036760151798691736,-0.11943676749095304,-0.2526765787423154,-0.1333528488648874,-0.23239900525167692,-0.15425261953629038
Binned2_ARC,0.19683496783512772,0.20051697678676134,-0.13214090741921586,-0.09171105399921499,0.08210750198348515,0.1713376838888779,0.23263450772301425,0.17541464302221624,0.2337689047478241
Binned2_ASH2L,0.12168959657098047,0.14889261838668452,0.10627819807730068,-0.0615169887243413,0.11443404024107713,0.15579393129515495,0.13188861603940255,0.12672283262951556,0.10406944116065965
Binned2_ASNS,-0.024710486362897955,0.025180626221287795,0.040847151735538594,-0.06151698872434136,-0.06668552851578192,-0.06698431487841693,-0.021521502634070266,-0.08008636825450603,-0.029752367841022757
Binned2_ATF3,0.008631807938082861,0.004354421709457138,-0.015135500111504389,0.01827213410852752,0.003132411537601129,0.10849318772871998,0.058253654391908424,0.07908104091555575,0.04307268720173519
Binned2_ATG7,-0.06237787390316702,0.004680070879207317,-0.09930729550383223,0.03923333917677594,0.013081169772818651,-0.04239171299559793,0.07008859502536269,-0.04536577119826339,0.01646080169894619
Binned2_BAD,0.0342137762716488,0.011879682830165926,0.14169585275096222,-0.08242650831726597,-0.018095023944546054,0.05897218899783903,-0.0530893573051943,0.05556854424044515,-0.053313217978790135
Binned2_BAD.pS112,0.09066307371508393,0.10419264591980767,0.02449172013670656,-0.06151698872434148,0.14067089066653019,0.12225948098556758,0.09249053745600784,0.11707523632857327,0.10406944116065961
Binned2_BAD.pS136,0.20209222215858402,0.20170602690413844,-0.02449172013670665,-0.004001104957680745,0.17850552860110674,0.23428398329858807,0.15631760020893745,0.21867251967875276,0.13011872459228463
Binned2_BAD.pS155,0.07737069406122925,0.08528029566075461,-0.05719790213795974,-0.0695191986397025,0.0612684116073346,0.11410179738114516,0.1187738037872034,0.10358106534268013,0.11339099846707432
Binned2_BAK1,-0.05178527494644335,-0.03825701574518049,-0.04785882047121745,-0.047307306116598814,-0.08747482078859051,0.01677578910766688,-0.018719982716755824,-0.0013001480501850973,-0.023900867972476193
Binned2_BAX,0.01981904947995009,0.0326132925902609,0.02923007188414688,0.02746909747969647,0.0400966290862484,0.08592586041164668,0.0927500501583044,0.06851283590242521,0.07344797747116921
Binned2_BCL2,-0.031508155771010425,0.06332798439951198,-0.012863283668580505,-0.027469097479696537,-0.03468559729046317,-0.12793818230871923,-0.10528835106743505,-0.13829371627293305,-0.05674366315046919
Binned2_BCL2L1,-0.15312868755464384,-0.15355381123367012,-0.06655675607479322,0.17017773235276695,-0.16217925864127578,-0.10248658323049108,-0.1262935950171727,-0.11550999179460816,-0.11726726171574839
Binned2_BCL2L11,0.03517760602425559,0.07362293233673504,0.07122592080572832,-0.13908123391620322,0.007680715971681098,0.10308539794159385,0.03489426407953121,0.11707523632857321,0.02738387966229072
Binned2_BECN1,0.15962422573226132,0.14193821672471346,-0.008125978223509049,-0.10227824548071368,0.07755387968977359,0.1895323686122535,0.190586220458657,0.20681832381750684,0.1635741768427054
Binned2_BID,0.08486932399853872,0.10889644450644027,0.024659083915141006,-0.13503729232172468,0.08848039267372505,0.12954242466213603,0.174089610042148,0.13675071434172048,0.14684645071749505
Binned2_BIRC2,-0.099915609524892,-0.09263665008735958,-0.14132722180926122,0.009066289122908256,-0.08747482078859048,-0.1464514190758246,-0.13703820341911818,-0.14023025398425076,-0.13901395843639613
Binned2_BIRC5,0.03940115845249215,-0.03722199214158125,0.06655675607479318,0.026238857411219525,0.029280392007101447,0.06454421498755343,0.023940248106387625,0.04609263196946065,0.00025520622789060424
Binned2_BMI1,-0.022302959495608503,0.02006571309191296,0.040847151735538614,-0.0615169887243413,-0.013507729656714849,-0.05042430208907665,-0.038055260606405523,-0.08008636825450598,0.020430810534608098
Binned2_BRAF,0.05738596942805295,0.002666057506482294,-0.15347661347356867,-0.00025438711811305467,0.04610075533066863,0.03132641552403757,0.05271904429687154,0.043301592183222194,0.0327341681118351
Binned2_CASP3,-0.009919344370493506,0.03207851608936194,0.01286328366858047,-0.07067049624321922,-0.07164565997702162,-0.028183678708355347,-0.023266328815974572,-0.04684042202174962,-0.026777908453030415
Binned2_CASP3.cl175,-0.15191492186266667,-0.07014466331291068,-0.02684747196262769,0.11514733434624122,-0.10361847462707276,-0.1082857795639778,-0.11547818268229178,-0.1390203275642656,-0.11376887664373406
Binned2_CASP7.cl198,-0.15411833418552737,0.016640216642419974,-0.2256565471169737,-0.04440321153379946,-0.10336958074083619,-0.20406862791348993,-0.06393161878269854,-0.19906606851157158,-0.05603240222349804
Binned2_CASP8,0.033677989136389704,-0.03254767945996321,-0.06897033115351595,-0.04625117258082477,-0.018095023944546037,0.048613525363208634,0.011177272186698924,0.06716599711205587,-0.0007701260738652086
Binned2_CASP9,-0.05944200754111872,-0.04169586062818373,-0.20760967496036936,0.03469657515444201,-0.02857503741832699,-0.04679582354779414,-0.03184215289053783,-0.050063160253024326,-0.01194262744577771
Binned2_CASP9.cl315,-0.041152195242435845,-0.03289682876985977,0.029230071884146773,-0.03795729833558058,0.04009662908624835,-0.08392216269856131,-0.06936684199592191,-0.09351661702670655,-0.060186537094430274
Binned2_CASP9.cl330,-0.13280798776065167,-0.23724190868228534,-0.1321409074192159,0.10470553576477165,-0.10416410996865001,-0.05744121619157852,-0.20393328132197186,-0.06782451769397138,-0.1674152854962591
Binned2_CAV1,-0.21842657708289537,-0.18194350168402845,0.09234378153584788,0.08117762182761037,-0.16726892560550036,-0.1846797895252797,-0.24513768124383267,-0.19811779812344482,-0.23710352206356694
Binned2_CBL,-0.12318012209814046,-0.08356139652513278,-0.08055163074013992,-0.014517586004035639,-0.09822847429389289,-0.14039506621976677,-0.11619038375239103,-0.08155307295200266,-0.14110458952734609
Binned2_CCNB1,0.0176383413098051,-0.04008682700005335,0.02918880715068733,-0.03011406222747402,-0.013974337589914213,0.05440657800785857,-0.06457517635717261,0.06082705627752594,-0.03626437402587232
Binned2_CCND1,-0.062055665037470085,-0.1583149731138486,-0.07842940966870467,0.10338369415085774,-0.08300890574642905,0.02083867885765704,-0.07941110330847731,0.002045199334022994,-0.05674366315046941
Binned2_CCND3,0.11127582214612884,0.01729276716860306,-0.03621701227076058,-0.10338369415085781,0.09822847429389304,0.14154941604801025,0.11451587281638859,0.15097837481250875,0.0734479774711692
Binned2_CCNE1,-0.006570229477142728,-0.0059930764509906215,-0.15551872169300346,-0.06951919863970263,-0.024333419132020695,0.05469368641976546,0.03642076815005037,0.07116928842956423,0.04648009396623306
Binned2_CCNE2,0.01173819207811983,0.08728843802476173,-0.12725908794450014,-0.06850949156750358,0.06126841160733467,-0.005367762337988075,0.04930341924377814,0.011013996195338733,0.03626437402587236
Binned2_CD44,-0.13396404393894748,-0.13519814248516632,-0.07594822096393716,0.049705682288290726,-0.1464522268043826,-0.0807357458834552,-0.1383065508560287,-0.0685128359024251,-0.11376887664373399
Binned2_CD74,-0.19048249216432805,-0.20408038748344928,-0.04806643768230537,0.12444715229321257,-0.14176810098286063,-0.12400874730190943,-0.21726000613185753,-0.11355580859849901,-0.18362088096731402
Binned2_CDK1,-0.034106287113511984,0.03887605251698822,-0.06420622627543364,-0.014517586004035719,0.013507729656714776,-0.0004171289073686696,0.0242504061175955,-0.03564895526630249,0.009585909614629507
Binned2_CDK2,-0.06266729031202807,-0.07126419319912998,-0.08990781308414848,0.028757941883330255,-0.08243993866077107,-0.11823679955136289,-0.17579702702603478,-0.11550999179460819,-0.1709803456615007
Binned2_CDK4,-0.14371552194532475,-0.20876039308733674,-0.06420622627543374,0.116641294446217,-0.14602566692048657,-0.2084487590754376,-0.21852547403448813,-0.19767840819543414,-0.22482153349511028
Binned2_CDKN1A,-0.13648105178489187,-0.19399802416894013,-0.09234378153584781,0.11514733434624136,-0.09871142378419792,-0.12426864155635901,-0.1361050341094892,-0.09131992257252548,-0.13047708610598657
Binned2_CDKN1B,-0.06400769311911117,-0.06623746399060555,-0.050198528971982945,0.039233339176775926,-0.05045892797340304,-0.09053431676952335,-0.1064985375359228,-0.09274208768083425,-0.0671192379352378
Binned2_CDKN1B.pS10,0.06503010403442383,0.04896699175072371,-0.09459302114023936,-0.03563497363584431,0.04551535390625839,0.01994246249498352,0.047837131742247956,0.04500988726117023,-0.014095693084261379
Binned2_CDKN2A,-0.12788870138513106,-0.1350340072368696,0.1016372353186591,0.046251172580824826,-0.050943649410897164,-0.13393753557402072,-0.17592791454917453,-0.12573860357877797,-0.21781732455821587
Binned2_CLPP,-0.14955651367647055,-0.13177700665314113,-0.14860309200386085,0.13744163405876914,-0.1362599018856479,-0.07675302984779449,-0.1142260033256029,-0.10225996670114941,-0.10055125378891176
Binned2_COPS5,0.08583376300897295,0.01100667592217896,-0.008125978223509004,0.12703508240636335,0.05094364941089713,0.14250345900492667,0.09776066970815236,0.13732142075573905,0.09666327234186406
Binned2_CREB1,-0.017870763230128105,0.0015175694614247281,0.01049044493359957,-0.01698485625931545,-0.008102782973591816,-0.06270047450081466,-0.09062336262295019,-0.06886841441242701,-0.036605008516537786
Binned2_CREB1.pS133,0.05175086155598896,0.1217926749874167,-0.09234378153584794,-0.11389844785658557,0.11407285572756033,0.019289478963728117,0.11236334049502697,0.03603267453370152,0.08672963690329506
Binned2_CTNNA1,-0.07060684621560519,-0.0835842057085938,-0.09930729550383235,0.07196943747077376,-0.066685528515782,-0.1245003642102029,-0.13251763871966915,-0.11480696531074858,-0.1005512537889115
Binned2_CTNNB1,0.029318386345026672,0.008706733666894563,0.14839286386623418,0.0015142826857232998,0.002276811146855773,0.006943412088452608,-0.0942379589923492,-0.033076066163087336,-0.09356167308742586
Binned2_CTNNB1.pS33_37_41,-0.06140996530551615,-0.053067900416455524,-0.16938451912351762,-0.025059681786703238,-0.06668552851578192,-0.09028673156506825,-0.10105409056029933,-0.10323343295866767,-0.11119902535761973
Binned2_CTSG,0.01346400425240239,0.00974710361747063,0.06677650972123123,-0.031547555952570396,0.05529269740446272,-0.07802275759476524,-0.014929061855622969,-0.07786220700221935,0.007732369676646745
Binned2_DIABLO,-0.13470085348521274,-0.11068702559561822,0.061917955001608675,0.03563497363584437,-0.1895108980248665,-0.08011077110066694,-0.16402488353192768,-0.10225996670114955,-0.10341113017271741
Binned2_DLX1,0.017886821173237588,0.04374468965451445,0.017488077195643475,0.026238857411219486,-0.0135077296567149,0.06122755655091031,0.020633338206800803,0.04722248761838336,0.00025520622789063503
Binned2_DUSP6,0.04314343099775046,0.060521918498492984,-0.022242480532315173,-0.0497056822882907,0.06087678584962069,0.004050569629474878,0.046705520496154215,0.012877656878023924,0.0469360387947245
Binned2_EGFR,0.016753490231419567,0.032080525657123556,-0.13214090741921594,-0.02623885741121948,0.028887041425732257,-0.0633545978631254,0.020469479226136646,-0.06782451769397134,-0.0002552062278906122
Binned2_EGFR.pY992,-0.11161742464671626,-0.10916786298052004,-0.05755373005258827,0.03676015179869174,-0.09948057729249546,-0.1895107001360767,-0.1889919711877803,-0.1827115962853038,-0.14684645071749505
